id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,brand,combined_features
17544,men,Apparel,Topwear,shirts,blue,fall,2011,formal,Mark Taylor Men Blue & White Striped Shirt,mark,men shirts blue mark formal fall mark taylor men blue & white striped shirt
50283,men,Accessories,Ties,ties,purple,summer,2012,formal,Parx Men Purple Tie,parx,men ties purple parx formal summer parx men purple tie
28399,women,Accessories,Eyewear,sunglasses,brown,winter,2016,casual,Idee Women Brown Sunglasses,idee,women sunglasses brown idee casual winter idee women brown sunglasses
23771,women,Accessories,Eyewear,sunglasses,brown,winter,2016,casual,Oakley Women Brown Forsake Sunglasses,oakley,women sunglasses brown oakley casual winter oakley women brown forsake sunglasses
6113,men,Apparel,Topwear,tshirts,black,summer,2011,casual,UCB Men's United Colors Flock Black T-shirt,ucb,men tshirts black ucb casual summer ucb men's united colors flock black t-shirt
47234,men,Footwear,Sandal,sandals,brown,summer,2012,casual,Franco Leone Men Brown Sandals,franco,men sandals brown franco casual summer franco leone men brown sandals
51351,women,Apparel,Bottomwear,jeans,blue,summer,2012,casual,Spykar Women Blue Jeans,spykar,women jeans blue spykar casual summer spykar women blue jeans
16496,men,Apparel,Topwear,tshirts,red,fall,2011,casual,Locomotive Men Printed Red TShirt,locomotive,men tshirts red locomotive casual fall locomotive men printed red tshirt
43694,girls,Apparel,Dress,dresses,navy blue,summer,2012,casual,Doodle Girls Navy Blue Dress,doodle,girls dresses navy blue doodle casual summer doodle girls navy blue dress
54623,men,Accessories,Watches,watches,black,winter,2016,casual,Fastrack Men Black Dial Watch,fastrack,men watches black fastrack casual winter fastrack men black dial watch
26203,men,Personal Care,Fragrance,perfume and body mist,silver,spring,2017,casual,Nautica Men Classic Perfume,nautica,men perfume and body mist silver nautica casual spring nautica men classic perfume
12036,men,Apparel,Topwear,shirts,white,fall,2011,formal,Mark Taylor Men Solid White Shirts,mark,men shirts white mark formal fall mark taylor men solid white shirts
3461,men,Footwear,Shoes,sports shoes,white,summer,2011,sports,ADIDAS Men's Snova Sequence Black Uni Red Shoe,adidas,men sports shoes white adidas sports summer adidas men's snova sequence black uni red shoe
8089,men,Footwear,Shoes,sports shoes,black,fall,2011,sports,ADIDAS Men Jawpaw II Black Shoe,adidas,men sports shoes black adidas sports fall adidas men jawpaw ii black shoe
50045,women,Apparel,Innerwear,bra,white,winter,2015,casual,Hanes Women White Moulded Tee Shirt Bra,hanes,women bra white hanes casual winter hanes women white moulded tee shirt bra
17782,men,Accessories,Ties,ties,yellow,fall,2011,formal,Reid & Taylor Men Stripes Yellow Tie,reid & taylor,men ties yellow reid & taylor formal fall reid & taylor men stripes yellow tie
48886,women,Accessories,Jewellery,pendant,silver,summer,2013,casual,Lucera Women Silver Pendant with Chain,lucera,women pendant silver lucera casual summer lucera women silver pendant with chain
22465,women,Apparel,Bottomwear,leggings,pink,fall,2011,casual,Myntra Women Pink Patiala Salwar,myntra,women leggings pink myntra casual fall myntra women pink patiala salwar
49954,men,Apparel,Loungewear and Nightwear,lounge pants,black,summer,2016,casual,Hanes Men Black Lounge Pant,hanes,men lounge pants black hanes casual summer hanes men black lounge pant
16650,men,Apparel,Topwear,tshirts,navy blue,summer,2016,casual,Facit Men Polo Tee Navy Blue Tshirt,facit,men tshirts navy blue facit casual summer facit men polo tee navy blue tshirt
7207,women,Apparel,Topwear,tops,pink,fall,2011,casual,Jealous 21 Women Black Flower Print Pink Top,jealous 21,women tops pink jealous 21 casual fall jealous 21 women black flower print pink top
13322,men,Apparel,Topwear,shirts,green,fall,2011,casual,Gini and Jony Kids Boys Stripes Green Shirts,gini & jony,men shirts green gini & jony casual fall gini and jony kids boys stripes green shirts
27117,women,Apparel,Innerwear,bra,black,summer,2012,casual,Miss-T Black Bra,miss-t,women bra black miss-t casual summer miss-t black bra
50879,women,Apparel,Saree,sarees,beige,fall,2012,ethnic,Prafful Beige & Navy Blue Printed Sari,prafful,women sarees beige prafful ethnic fall prafful beige & navy blue printed sari
28963,women,Apparel,Topwear,kurtas,white,summer,2012,ethnic,BIBA Women Printed White Kurta,biba,women kurtas white biba ethnic summer biba women printed white kurta
49168,men,Apparel,Topwear,shirts,navy blue,summer,2012,casual,Spykar Men Navy Blue  Shirt,spykar,men shirts navy blue spykar casual summer spykar men navy blue  shirt
31072,women,Apparel,Topwear,dupatta,blue,summer,2012,ethnic,Fabindia Women Blue Tussar Dupatta,fabindia,women dupatta blue fabindia ethnic summer fabindia women blue tussar dupatta
55537,women,Personal Care,Makeup,eyeshadow,multi,spring,2017,casual,Revlon Custom Eyes Naturally Glamorous Eye Shadow 020,revlon,women eyeshadow multi revlon casual spring revlon custom eyes naturally glamorous eye shadow 020
19618,women,Apparel,Topwear,tops,black,summer,2011,casual,United Colors of Benetton Women Solid Black Top,united colors of benetton,women tops black united colors of benetton casual summer united colors of benetton women solid black top
11475,women,Apparel,Topwear,shirts,orange,fall,2011,casual,United Colors of Benetton Women Light Winter Orange Shirts,united colors of benetton,women shirts orange united colors of benetton casual fall united colors of benetton women light winter orange shirts
25640,men,Accessories,Watches,watches,white,winter,2016,casual,Fastrack Men White Casual Watch,fastrack,men watches white fastrack casual winter fastrack men white casual watch
41305,boys,Apparel,Topwear,tshirts,red,summer,2012,casual,Gini and Jony Boys Red & Blue Striped Tshirt,gini & jony,boys tshirts red gini & jony casual summer gini and jony boys red & blue striped tshirt
33725,women,Accessories,Belts,belts,orange,summer,2012,casual,Pieces Women Orange Belt,pieces,women belts orange pieces casual summer pieces women orange belt
4482,men,Footwear,Shoes,sports shoes,red,summer,2011,sports,Puma Men Faas Red Silver Green Shoe,puma,men sports shoes red puma sports summer puma men faas red silver green shoe
36257,men,Apparel,Loungewear and Nightwear,night suits,navy blue,summer,2016,casual,SDL by Sweet Dreams Men Navy Blue & Grey Pyjama Set,sdl,men night suits navy blue sdl casual summer sdl by sweet dreams men navy blue & grey pyjama set
20332,men,Apparel,Topwear,tshirts,red,fall,2011,casual,Mr.Men Little Miss Men Printed Red Tshirt,mr.men,men tshirts red mr.men casual fall mr.men little miss men printed red tshirt
14107,women,Apparel,Topwear,tops,purple,fall,2011,casual,Flying Machine Women Solid Purple Tops,flying machine,women tops purple flying machine casual fall flying machine women solid purple tops
44677,women,Apparel,Topwear,tunics,white,summer,2012,casual,Wills Lifestyle Women Orange Printed Tunic,wills,women tunics white wills casual summer wills lifestyle women orange printed tunic
56180,women,Personal Care,Makeup,concealer,skin,spring,2017,casual,Colorbar Soft Ivory Concealer 001,colorbar,women concealer skin colorbar casual spring colorbar soft ivory concealer 001
11647,men,Accessories,Watches,watches,black,winter,2016,casual,Puma Men Turbo Black Watch,puma,men watches black puma casual winter puma men turbo black watch
25472,men,Footwear,Shoes,casual shoes,navy blue,summer,2012,casual,Nike Men Liteforce Navy Blue Casual Shoes,nike,men casual shoes navy blue nike casual summer nike men liteforce navy blue casual shoes
10795,men,Apparel,Topwear,shirts,navy blue,fall,2011,casual,Wrangler Men Warnick Square Block Navy Blue Shirts,wrangler,men shirts navy blue wrangler casual fall wrangler men warnick square block navy blue shirts
57052,women,Apparel,Dress,dresses,blue,summer,2012,casual,Elle Women Blue Dress,elle,women dresses blue elle casual summer elle women blue dress
33517,women,Footwear,Shoes,heels,black,summer,2016,casual,Cobblerz Women Black Peep Toes,cobblerz,women heels black cobblerz casual summer cobblerz women black peep toes
52520,men,Apparel,Bottomwear,shorts,cream,summer,2012,casual,Pepe Jeans Men Cream Cargo Shorts,pepe,men shorts cream pepe casual summer pepe jeans men cream cargo shorts
39811,men,Apparel,Bottomwear,trousers,navy blue,spring,2013,formal,Peter England Men Navy Blue Formal Trousers,peter england,men trousers navy blue peter england formal spring peter england men navy blue formal trousers
36065,unisex,Accessories,Bags,backpacks,beige,summer,2012,casual,OTLS Unisex Beige Backpack,otls,unisex backpacks beige otls casual summer otls unisex beige backpack
45597,men,Footwear,Shoes,formal shoes,brown,summer,2012,formal,Arrow Men Brown Formal Shoes,arrow,men formal shoes brown arrow formal summer arrow men brown formal shoes
44445,unisex,Footwear,Flip Flops,flip flops,red,summer,2013,casual,Gliders Unisex Red Spiner Flip Flops,gliders,unisex flip flops red gliders casual summer gliders unisex red spiner flip flops
5762,women,Apparel,Bottomwear,shorts,blue,summer,2011,casual,Jealous 21 Women's White Blue Shorts,jealous 21,women shorts blue jealous 21 casual summer jealous 21 women's white blue shorts
20100,women,Apparel,Topwear,kurtas,mustard,fall,2011,ethnic,Diva Women Embroided Mustard Kurta,diva,women kurtas mustard diva ethnic fall diva women embroided mustard kurta
14335,men,Footwear,Shoes,casual shoes,black,fall,2011,casual,Nike Men Prowl Black Casual Shoes,nike,men casual shoes black nike casual fall nike men prowl black casual shoes
50277,men,Footwear,Shoes,formal shoes,brown,summer,2012,formal,Arrow Men Brown Formal Shoes,arrow,men formal shoes brown arrow formal summer arrow men brown formal shoes
9993,women,Apparel,Bottomwear,leggings,beige,fall,2011,casual,Urban Yoga Women Anga Beige Leggings,urban,women leggings beige urban casual fall urban yoga women anga beige leggings
23785,women,Accessories,Eyewear,sunglasses,black,winter,2016,casual,Oakley Women Black Beckon Sunglasses,oakley,women sunglasses black oakley casual winter oakley women black beckon sunglasses
34732,men,Footwear,Shoes,sports shoes,white,summer,2012,sports,Puma Men Iridium II Rubber White Sports Shoes,puma,men sports shoes white puma sports summer puma men iridium ii rubber white sports shoes
46312,women,Accessories,Watches,watches,silver,winter,2016,casual,Fossil Women Silver Dial Analog & Chronograph Watch CH2823,fossil,women watches silver fossil casual winter fossil women silver dial analog & chronograph watch ch2823
7035,men,Apparel,Topwear,tshirts,grey,summer,2011,casual,s.Oliver Men's Superior Nasty Body Grey T-shirt,s.oliver,men tshirts grey s.oliver casual summer s.oliver men's superior nasty body grey t-shirt
22657,unisex,Accessories,Bags,duffel bag,black,winter,2015,casual,Wildcraft Unisex Black & Blue Duffel Bag,wildcraft,unisex duffel bag black wildcraft casual winter wildcraft unisex black & blue duffel bag
16462,men,Apparel,Topwear,shirts,brown,fall,2011,casual,Locomotive Men Check Brown Shirt,locomotive,men shirts brown locomotive casual fall locomotive men check brown shirt
8841,men,Apparel,Bottomwear,trousers,cream,summer,2011,casual,Scullers Men Scul Cream Trousers,scullers,men trousers cream scullers casual summer scullers men scul cream trousers
2547,men,Footwear,Flip Flops,flip flops,green,summer,2011,casual,Numero Uno Men's Casual Graphic Green Flip Flop,numero,men flip flops green numero casual summer numero uno men's casual graphic green flip flop
43660,women,Apparel,Topwear,tunics,purple,summer,2012,casual,ONLY Women Purple Tunic,only,women tunics purple only casual summer only women purple tunic
13110,men,Apparel,Bottomwear,shorts,navy blue,fall,2011,sports,ADIDAS Men Rsp Ds 7in Navy Blue Shorts,adidas,men shorts navy blue adidas sports fall adidas men rsp ds 7in navy blue shorts
7809,men,Footwear,Shoes,casual shoes,black,fall,2011,casual,Puma Men's Mid Evo Leather Black Shoe,puma,men casual shoes black puma casual fall puma men's mid evo leather black shoe
3495,women,Apparel,Topwear,tshirts,white,fall,2010,sports,ADIDAS Women Fresh Graphic White T-shirt,adidas,women tshirts white adidas sports fall adidas women fresh graphic white t-shirt
57436,women,Apparel,Topwear,tshirts,blue,summer,2015,casual,Angry Birds Women Blue T-shirt,angry,women tshirts blue angry casual summer angry birds women blue t-shirt
40481,men,Footwear,Shoes,sports shoes,grey,summer,2012,sports,Fila Men Grey Ultralite Sports Shoes,fila,men sports shoes grey fila sports summer fila men grey ultralite sports shoes
33173,women,Apparel,Topwear,tops,white,summer,2012,casual,Sepia Women Printed Blue Top,sepia,women tops white sepia casual summer sepia women printed blue top
39449,women,Apparel,Topwear,kurtas,orange,summer,2012,ethnic,Diva Women Orange Kurta,diva,women kurtas orange diva ethnic summer diva women orange kurta
52978,women,Apparel,Saree,sarees,multi,fall,2012,ethnic,FNF Multi Coloured Sari,fnf,women sarees multi fnf ethnic fall fnf multi coloured sari
11223,women,Accessories,Watches,watches,steel,winter,2016,casual,Esprit Women Silver Glam Rock Houston Steel Watches,esprit,women watches steel esprit casual winter esprit women silver glam rock houston steel watches
25016,women,Footwear,Shoes,flats,beige,fall,2011,casual,United Colors of Benetton Women Beige Ballerinas,united colors of benetton,women flats beige united colors of benetton casual fall united colors of benetton women beige ballerinas
20564,women,Accessories,Wallets,wallets,brown,winter,2015,casual,Baggit Women Turnoff Taj Brown Wallet,baggit,women wallets brown baggit casual winter baggit women turnoff taj brown wallet
53096,women,Accessories,Jewellery,earrings,green,winter,2016,ethnic,Fabindia Silver Earrings,fabindia,women earrings green fabindia ethnic winter fabindia silver earrings
14751,men,Apparel,Topwear,shirts,blue,fall,2012,formal,Arrow Men Blue Striped Shirt,arrow,men shirts blue arrow formal fall arrow men blue striped shirt
15683,men,Apparel,Bottomwear,trousers,khaki,fall,2011,casual,Highlander Men Classic Chinos Khaki Trousers,highlander,men trousers khaki highlander casual fall highlander men classic chinos khaki trousers
52144,women,Apparel,Topwear,tshirts,green,summer,2012,casual,Femella Women Green Polo T-Shirt,femella,women tshirts green femella casual summer femella women green polo t-shirt
36401,men,Accessories,Socks,socks,black,summer,2016,casual,Reid & Taylor Men Spots Black Socks,reid & taylor,men socks black reid & taylor casual summer reid & taylor men spots black socks
46776,men,Personal Care,Fragrance,perfume and body mist,white,spring,2017,casual,Euroluxe Men Blue Ink Perfume,euroluxe,men perfume and body mist white euroluxe casual spring euroluxe men blue ink perfume
7451,men,Apparel,Topwear,tshirts,white,summer,2011,casual,Proline Men White Polo T-shirt,proline,men tshirts white proline casual summer proline men white polo t-shirt
19872,men,Footwear,Flip Flops,flip flops,black,fall,2011,casual,ADIDAS Men Graffiti Black Flip Flops,adidas,men flip flops black adidas casual fall adidas men graffiti black flip flops
22233,men,Accessories,Shoe Accessories,shoe accessories,black,fall,2012,unknown,Timberland Men Black Shoe Laces,timberland,men shoe accessories black timberland unknown fall timberland men black shoe laces
16006,men,Apparel,Topwear,tshirts,green,fall,2011,casual,Turtle Stripes Men Green TShirt,turtle,men tshirts green turtle casual fall turtle stripes men green tshirt
50613,men,Apparel,Innerwear,briefs,charcoal,summer,2016,casual,Chromozome Men Charcoal Melange Briefs,chromozome,men briefs charcoal chromozome casual summer chromozome men charcoal melange briefs
28709,women,Apparel,Topwear,kurtas,turquoise blue,summer,2012,ethnic,W Women Printed Turquoise Blue Kurta,w,women kurtas turquoise blue w ethnic summer w women printed turquoise blue kurta
6583,men,Apparel,Topwear,tshirts,red,winter,2011,casual,Inkfruit Men's We Not Just Living Tomato Red T-shirt,inkfruit,men tshirts red inkfruit casual winter inkfruit men's we not just living tomato red t-shirt
34356,men,Apparel,Topwear,tshirts,blue,summer,2012,casual,Myntra Men Blue Snapp Diet T-shirt,myntra,men tshirts blue myntra casual summer myntra men blue snapp diet t-shirt
26693,unisex,Accessories,Bags,waist pouch,black,winter,2015,casual,Wildcraft Unisex Casual Black Waist Pouch,wildcraft,unisex waist pouch black wildcraft casual winter wildcraft unisex casual black waist pouch
55361,women,Personal Care,Nails,nail polish,pink,spring,2017,casual,Revlon Opulent Pink Nail Polish 376,revlon,women nail polish pink revlon casual spring revlon opulent pink nail polish 376
31624,men,Apparel,Topwear,shirts,lavender,summer,2012,formal,Indigo Nation Men Lavender Shirt,indigo,men shirts lavender indigo formal summer indigo nation men lavender shirt
8419,girls,Apparel,Topwear,tshirts,blue,fall,2011,casual,Doodle Girl's Crazy Funny Blue Teen Kidswear,doodle,girls tshirts blue doodle casual fall doodle girl's crazy funny blue teen kidswear
2123,women,Apparel,Topwear,tops,blue,winter,2010,casual,Lee Women Blue Top,lee,women tops blue lee casual winter lee women blue top
43204,men,Accessories,Watches,watches,black,winter,2016,casual,Fastrack Men Black Dial Watch,fastrack,men watches black fastrack casual winter fastrack men black dial watch
13574,men,Apparel,Innerwear,innerwear vests,white,summer,2016,casual,Hanes Men Rib Chest White Innerwear Vests,hanes,men innerwear vests white hanes casual summer hanes men rib chest white innerwear vests
27741,women,Accessories,Bags,handbags,red,winter,2015,casual,Murcia Women Red Sling Bag,murcia,women handbags red murcia casual winter murcia women red sling bag
22001,women,Accessories,Bags,handbags,green,winter,2015,casual,Murcia Women Casual Green Handbag,murcia,women handbags green murcia casual winter murcia women casual green handbag
16234,men,Apparel,Topwear,tshirts,white,fall,2011,casual,Puma Men Disect White TShirt,puma,men tshirts white puma casual fall puma men disect white tshirt
46544,men,Accessories,Watches,watches,black,winter,2016,casual,Timex Men Black Dial Watch T2N516,timex,men watches black timex casual winter timex men black dial watch t2n516
7663,men,Apparel,Topwear,tshirts,green,fall,2011,sports,Puma Men's Silly Point Green T-shirt,puma,men tshirts green puma sports fall puma men's silly point green t-shirt
34164,girls,Apparel,Topwear,tops,red,summer,2012,casual,Gini and Jony Girls Red Top,gini & jony,girls tops red gini & jony casual summer gini and jony girls red top
50421,men,Footwear,Shoes,casual shoes,navy blue,summer,2012,casual,U.S. Polo Assn. Men Navy Blue Boat Shoes,u.s. polo assn.,men casual shoes navy blue u.s. polo assn. casual summer u.s. polo assn. men navy blue boat shoes
55153,women,Personal Care,Nails,nail polish,mauve,spring,2017,casual,Lakme True Wear Classics Tarun Tahiliani Nail Color 20,lakme,women nail polish mauve lakme casual spring lakme true wear classics tarun tahiliani nail color 20
12694,men,Footwear,Shoes,sports shoes,white,fall,2011,sports,Nike Men Atlntc Bl White Sports Shoes,nike,men sports shoes white nike sports fall nike men atlntc bl white sports shoes
13746,men,Apparel,Topwear,shirts,blue,fall,2011,formal,Belmonte Men Check Blue Shirts,belmonte,men shirts blue belmonte formal fall belmonte men check blue shirts
34958,women,Apparel,Saree,sarees,red,summer,2012,ethnic,Fabindia Red Jaipur Print Cotton Sari,fabindia,women sarees red fabindia ethnic summer fabindia red jaipur print cotton sari
54081,women,Apparel,Topwear,kurtis,red,summer,2012,ethnic,Mumbai Slang Women Red Kurti,mumbai,women kurtis red mumbai ethnic summer mumbai slang women red kurti
2311,women,Apparel,Topwear,tshirts,pink,fall,2010,sports,Nike Womens Pink T-shirt,nike,women tshirts pink nike sports fall nike womens pink t-shirt
43036,men,Apparel,Topwear,shirts,white,summer,2012,casual,Scullers Men White & Navy Blue Shirt,scullers,men shirts white scullers casual summer scullers men white & navy blue shirt
33341,men,Footwear,Shoes,formal shoes,black,summer,2012,formal,Homme Men Black Formal Shoes,homme,men formal shoes black homme formal summer homme men black formal shoes
1594,unisex,Footwear,Shoes,casual shoes,grey,fall,2012,casual,Newfeel Unisex Grey Mesh Lightweight Shoe,newfeel,unisex casual shoes grey newfeel casual fall newfeel unisex grey mesh lightweight shoe
5908,men,Footwear,Shoes,casual shoes,blue,summer,2011,casual,ADIDAS Men's Zeitfrie Blue Shoe,adidas,men casual shoes blue adidas casual summer adidas men's zeitfrie blue shoe
57604,women,Personal Care,Lips,lipstick,red,spring,2017,casual,Lotus Herbals Red Rover 112 Lip Colour,lotus,women lipstick red lotus casual spring lotus herbals red rover 112 lip colour
11011,women,Apparel,Topwear,tops,blue,fall,2011,casual,Wrangler Women Smocked Yoke Blue Tops,wrangler,women tops blue wrangler casual fall wrangler women smocked yoke blue tops
25224,women,Accessories,Bags,backpacks,purple,winter,2015,casual,Lino Perros Women Sporty Purple Backpacks,lino perros,women backpacks purple lino perros casual winter lino perros women sporty purple backpacks
32293,men,Accessories,Watches,watches,black,winter,2016,casual,Q&Q Men Black Dial Watch,q&q,men watches black q&q casual winter q&q men black dial watch
41761,women,Apparel,Topwear,tops,green,summer,2012,casual,Remanika Women Printed Green Top,remanika,women tops green remanika casual summer remanika women printed green top
20756,women,Footwear,Shoes,heels,black,winter,2012,casual,Carlton London Women Casual Black Wedges,carlton,women heels black carlton casual winter carlton london women casual black wedges
14563,men,Footwear,Shoes,casual shoes,black,summer,2012,casual,Vans Men Rowley SPV Black Casual Shoes,vans,men casual shoes black vans casual summer vans men rowley spv black casual shoes
44213,women,Footwear,Flip Flops,flip flops,white,winter,2012,casual,iPanema Women White Flip Flops,ipanema,women flip flops white ipanema casual winter ipanema women white flip flops
5134,women,Apparel,Topwear,tshirts,peach,summer,2011,casual,Wrangler Women's Folk Side Print Peach T-shirt,wrangler,women tshirts peach wrangler casual summer wrangler women's folk side print peach t-shirt
52376,women,Apparel,Loungewear and Nightwear,nightdress,peach,winter,2015,casual,Red Rose Women Peach Nightdress,red,women nightdress peach red casual winter red rose women peach nightdress
21684,men,Accessories,Watches,watches,black,winter,2016,casual,Fossil Men Black Dial Chronograph Watch CH2732,fossil,men watches black fossil casual winter fossil men black dial chronograph watch ch2732
39227,women,Apparel,Dress,dresses,purple,summer,2012,casual,Femella Women Purple Tiered Dress,femella,women dresses purple femella casual summer femella women purple tiered dress
25678,women,Accessories,Watches,watches,white,winter,2016,casual,Fastrack Women White Casual Watch,fastrack,women watches white fastrack casual winter fastrack women white casual watch
57258,women,Accessories,Bags,handbags,orange,summer,2012,casual,Murcia Women Orange Handbag,murcia,women handbags orange murcia casual summer murcia women orange handbag
14903,women,Accessories,Wallets,wallets,purple,summer,2011,casual,United Colors of Benetton Women Solid Purple Wallets,united colors of benetton,women wallets purple united colors of benetton casual summer united colors of benetton women solid purple wallets
5568,women,Footwear,Shoes,sports shoes,white,summer,2011,sports,Nike Women's Free Everyday White Orange Shoe,nike,women sports shoes white nike sports summer nike women's free everyday white orange shoe
58210,women,Apparel,Bottomwear,patiala,black,fall,2012,ethnic,Shree Women Black Printed Patiala,shree,women patiala black shree ethnic fall shree women black printed patiala
28167,men,Accessories,Eyewear,sunglasses,gold,winter,2016,casual,Ray-Ban Men Aviator Gold Sunglasses,ray-ban,men sunglasses gold ray-ban casual winter ray-ban men aviator gold sunglasses
34538,men,Footwear,Shoes,formal shoes,brown,winter,2018,formal,Red Tape Men Dark Brown Formal Shoes,red tape,men formal shoes brown red tape formal winter red tape men dark brown formal shoes
27913,women,Apparel,Bottomwear,trousers,grey,summer,2012,formal,Scullers For Her Women Grey Trousers,scullers,women trousers grey scullers formal summer scullers for her women grey trousers
46118,unisex,Footwear,Shoes,casual shoes,white,summer,2012,casual,ADIDAS Unisex White Court Sequence Shoes,adidas,unisex casual shoes white adidas casual summer adidas unisex white court sequence shoes
31876,women,Apparel,Saree,sarees,blue,summer,2012,ethnic,Fabindia Women Blue Printed Kota Cotton Saree,fabindia,women sarees blue fabindia ethnic summer fabindia women blue printed kota cotton saree
30198,unisex,Accessories,Bags,backpacks,blue,summer,2012,casual,Nike Unisex Casual Blue Backpack,nike,unisex backpacks blue nike casual summer nike unisex casual blue backpack
48082,men,Apparel,Topwear,tshirts,white,summer,2012,casual,French Connection Men White T-shirt,french connection,men tshirts white french connection casual summer french connection men white t-shirt
46924,men,Personal Care,Fragrance,perfume and body mist,black,spring,2017,casual,York Men Black Black XX Prestige Perfume,york,men perfume and body mist black york casual spring york men black black xx prestige perfume
19620,women,Apparel,Topwear,tops,olive,summer,2011,casual,United Colors of Benetton Women Solid Olive Top,united colors of benetton,women tops olive united colors of benetton casual summer united colors of benetton women solid olive top
49150,women,Personal Care,Lips,lip liner,brown,spring,2017,casual,Deborah Extra Lip Liner 03,deborah,women lip liner brown deborah casual spring deborah extra lip liner 03
29889,women,Accessories,Eyewear,sunglasses,brown,winter,2016,casual,Mayhem Women Sunglasses 1015-103,mayhem,women sunglasses brown mayhem casual winter mayhem women sunglasses 1015-103
51993,women,Apparel,Loungewear and Nightwear,lounge shorts,pink,summer,2017,casual,Inaya Women Pink Lounge Shorts,inaya,women lounge shorts pink inaya casual summer inaya women pink lounge shorts
8277,men,Apparel,Topwear,tshirts,white,fall,2011,casual,Mr.Men Men's White Purple T-shirt,mr.men,men tshirts white mr.men casual fall mr.men men's white purple t-shirt
13914,men,Footwear,Sandal,sandals,black,fall,2011,casual,Nike Men Air Max Elevate Black Sandals,nike,men sandals black nike casual fall nike men air max elevate black sandals
17588,men,Accessories,Eyewear,sunglasses,black,summer,2017,sports,Speedo Men Funky Eyewear Black Sunglasses,speedo,men sunglasses black speedo sports summer speedo men funky eyewear black sunglasses
28355,men,Accessories,Eyewear,sunglasses,black,winter,2016,casual,Idee Men Black Sunglasses,idee,men sunglasses black idee casual winter idee men black sunglasses
29287,men,Apparel,Topwear,shirts,navy blue,summer,2012,casual,Wrangler Men Dorca Big Check Navy Blue Shirt,wrangler,men shirts navy blue wrangler casual summer wrangler men dorca big check navy blue shirt
8879,men,Apparel,Topwear,shirts,white,summer,2014,casual,Regent Polo Club Men White Shirt,regent,men shirts white regent casual summer regent polo club men white shirt
13128,men,Footwear,Sandal,sandals,brown,fall,2011,casual,Lee Cooper Men Brown Sandals,lee,men sandals brown lee casual fall lee cooper men brown sandals
9197,women,Footwear,Shoes,sports shoes,white,fall,2011,sports,Puma Women Ikonis 2 XT White Shoes,puma,women sports shoes white puma sports fall puma women ikonis 2 xt white shoes
43658,women,Apparel,Dress,dresses,black,summer,2012,casual,ONLY Women Black Dress,only,women dresses black only casual summer only women black dress
49362,men,Footwear,Shoes,casual shoes,black,summer,2012,casual,Vans Men Black Woessner Shoes,vans,men casual shoes black vans casual summer vans men black woessner shoes
31278,men,Apparel,Topwear,tshirts,navy blue,summer,2012,casual,Puma Men Spike Graphic Navy Blue T-shirt,puma,men tshirts navy blue puma casual summer puma men spike graphic navy blue t-shirt
7831,men,Apparel,Topwear,tshirts,red,fall,2011,casual,Proline Men Red Printed T-shirt,proline,men tshirts red proline casual fall proline men red printed t-shirt
19412,unisex,Accessories,Bags,backpacks,navy blue,summer,2011,casual,ADIDAS Unisex Navy Blue Backpack,adidas,unisex backpacks navy blue adidas casual summer adidas unisex navy blue backpack
36861,men,Apparel,Topwear,shirts,navy blue,summer,2012,casual,Spykar Men Passion Navy Blue Shirt,spykar,men shirts navy blue spykar casual summer spykar men passion navy blue shirt
39015,women,Accessories,Watches,watches,black,winter,2016,casual,CASIO ENTICER Women Black Dial Analogue Watch A623 ,casio,women watches black casio casual winter casio enticer women black dial analogue watch a623
20904,women,Footwear,Shoes,heels,brown,winter,2015,casual,Catwalk Women  Brown Heels,catwalk,women heels brown catwalk casual winter catwalk women  brown heels
24598,men,Apparel,Topwear,tshirts,turquoise blue,fall,2011,casual,Mr. Men Men Turquoise Blue Printed T-shirt,mr.,men tshirts turquoise blue mr. casual fall mr. men men turquoise blue printed t-shirt
4688,unisex,Accessories,Bags,backpacks,navy blue,summer,2011,sports,ADIDAS Unisex Power Dark Navy White Backpack,adidas,unisex backpacks navy blue adidas sports summer adidas unisex power dark navy white backpack
56984,women,Footwear,Shoes,flats,pink,winter,2012,casual,HM Women Pink Sandals,hm,women flats pink hm casual winter hm women pink sandals
39829,men,Footwear,Sandal,sandals,brown,summer,2012,casual,Red Tape Men Brown Sandals,red tape,men sandals brown red tape casual summer red tape men brown sandals
52518,women,Apparel,Loungewear and Nightwear,baby dolls,red,winter,2015,casual,Red Rose Red Nightdress,red,women baby dolls red red casual winter red rose red nightdress
20138,women,Apparel,Topwear,shirts,navy blue,fall,2011,casual,Wrangler Women Puff Navy Blue Shirt,wrangler,women shirts navy blue wrangler casual fall wrangler women puff navy blue shirt
58022,women,Accessories,Jewellery,earrings,silver,fall,2012,casual,Rreverie Silver Earrings,rreverie,women earrings silver rreverie casual fall rreverie silver earrings
57856,women,Footwear,Shoes,heels,yellow,winter,2015,casual,Catwalk Women Yellow Flats,catwalk,women heels yellow catwalk casual winter catwalk women yellow flats
7469,men,Apparel,Topwear,tshirts,white,summer,2011,casual,Proline Men White Polo T-shirt,proline,men tshirts white proline casual summer proline men white polo t-shirt
18998,unisex,Accessories,Scarves,scarves,black,fall,2011,casual,ADIDAS Originals Unisex Black Scarf,adidas,unisex scarves black adidas casual fall adidas originals unisex black scarf
